用户ID,用户名,用户评论数,注册时间,用户平均评分
bPvtFRA3nr333FsyjQowZw,Ada,621,2013-05-05 19:24:58,4.56
ZIXaxKy4SSVisS7Zy252tg,Ashley,142,2013-04-01 12:12:01,4.58
B5hIg9qmbe5gucXtlt0Apg,Hilary,36,2011-03-12 07:46:04,4.17
2LfAnsDKkf32TKkk9vixww,Tahirih,122,2012-11-12 21:39:11,4.08
qySkAnnYcFlGO7rwcQHHMQ,Lloyd,259,2013-12-09 03:01:32,3.69
EleQKGrUDo_-zvpfOVHYMQ,Majeed,206,2012-02-16 20:41:53,4.82
yZ-vbhFPnhInlnxxEQyVdw,Robert,1117,2013-03-23 17:10:26,3.95
FdAbGDumj39MvXa0vH_pwQ,Wayne,163,2011-09-06 01:32:26,3.07
N9hqTPQu2bmI8c2Pj8F1ww,Sar,844,2011-10-17 19:52:07,3.9
eodLg-yycbuXUGMGy4P9Ug,Jenny,717,2011-08-15 04:19:01,4.42
yWtJ-26y4N4E3NWknzLKOA,Brian,21,2013-08-09 21:29:56,4.57
kDKH0fcQsquMKt-ErBQ97Q,Mark,111,2012-05-06 12:13:18,4.28
fbqb-z8c6e7d6SiyM2tHPg,Kenneth,170,2007-08-23 21:25:23,3.42
it3e18BmT4yLPsYf-Vmn9A,Margarita,123,2015-06-26 19:25:32,4.32
tQco9XTdKcErXPIfVPsNSQ,Erik,158,2014-08-30 23:47:57,4.07
Ariwz06at3CtbWZM-gPMAg,Vinny,229,2007-04-25 17:36:34,3.95
jte5OCBP9_EuypMnQmYXmg,Wendy,179,2009-04-24 02:24:47,3.75
iU9Aoz63LYmoT70MgvTq7A,Mia,271,2014-01-27 06:43:31,4.63
ZuVIbvRKwpL0d2DIHVAs3w,Chadrick,700,2013-05-19 19:08:48,4.29
6PWUTlb2hRu0SlzcE3IX0A,Alexandra,339,2014-08-02 17:25:15,4.28
w0Gp4qYFLhB6PbKrPhn6Tw,Pamela,341,2018-10-11 20:49:34,4.2
2ASSfvbV7lPeqbQlWQgMVA,Moe,123,2012-11-03 19:40:43,3.3
wtB-MzCS7weZOlF28okQiA,Carolyn,24,2010-12-14 18:55:46,3.72
kzExLqulSFnd5iBXWyxewQ,Jimmy,8,2009-06-17 16:37:55,3.67
WHe5tyJbVpkvO_3meMUrdg,JD,484,2010-08-05 00:21:28,3.82
IHLHxc548GQgBmOm0V-30g,Larry,454,2014-05-27 17:05:40,4.12
XuyvAX_JHmyIKdhi_DgQtQ,Sarah,5,2013-01-30 21:29:16,3.6
XgyM_Ba2l65zhyYJQn978g,christine,133,2010-04-11 09:45:25,4.46
SIHDDRwe28uWyAe763R50A,Julie,174,2011-03-09 23:47:39,4.15
VlyHGaMz3gbbQz5hytCeGA,Melissa,1446,2014-07-15 22:24:25,3.93
XBeEmeV16yfP9EXLiqkRhQ,Amanda,415,2013-10-31 01:45:46,3.8
NlJXVOhbzhHIJFobjTmO9w,Koi,672,2013-10-21 20:47:39,3.94
qDrawiCFfdSBa4MfQu8c6Q,J,27,2009-06-23 21:21:24,3.54
Gfxb_D1k8tueAoGn4cseoA,Yuko,1993,2013-12-08 01:09:50,4.25
eAb3tetlLV9KmjVNQ3HAwQ,Jesse,17,2012-05-09 01:53:43,3.41
sCpZilDWQslqVKk2xUJKQw,Kristina,776,2009-02-28 16:24:23,3.94
gtOg-PrWNz5Odl6ZMzyvEA,Jessica,206,2013-07-19 18:58:04,3.64
6UMnwkazW4KYC-C4yl8PWg,Debbie,876,2013-12-15 20:36:55,4.46
54-9e0S8JkMC4OZDPIdHgw,Luna,77,2011-06-30 01:54:15,4.28
P5F6tfuzk9HgwC5ZqfbjQg,Keith,174,2013-06-04 04:05:51,4.81
e0dy-6wb5MSLXhJnOlqI1A,Jolene,149,2010-03-25 15:52:20,4.03
GX0FKxi3OjDABcw4XwQ7Jg,Lynda,296,2011-12-04 20:12:38,4.59
LPqV0W54xzjB0hEBKR8fjQ,Christina,192,2010-08-02 20:14:41,2.98
5BdPcd1BAIGbhNTcSr4aJQ,Chelsi,695,2014-03-19 17:19:35,4.09
8-T33ahwX9JjEyPzyv7xiQ,Warren,146,2010-07-12 20:52:22,4.65
H1DKDA3I0XIA4IIfFju9AA,Curtis,163,2010-08-14 20:42:14,4.15
GS6g_BVu38AXLEVu8Vc55Q,Crystal,85,2016-12-05 18:36:46,4.48
G9P3h7ZGdbdc_Zt6IKC2vQ,Amanda,873,2013-10-23 20:20:18,3.88
e5hwGgorUG6KX-eSO_UCcA,Mari,527,2012-12-21 00:50:09,4.05
q_U2W8GV7YzMoRQMv-Zzww,Adrianne,188,2013-07-03 01:00:11,4.3
XYh5gBDuBSPHUW-TUi2_TA,Christie,475,2010-12-31 17:33:00,4.53
Z4gOjvXRYzB1svBOnWoG7Q,Melissa,326,2011-08-31 22:48:06,4.2
wDmVI9I07DniwYAz8_cBPA,K,104,2011-02-18 16:44:29,2.91
eTxxyCHNdOVdKm1F_ecU6w,Kyle,58,2009-01-29 19:49:41,3.53
uswU6iDxsvyNpL1_OnhZ2w,Marilyn,371,2008-03-07 18:51:10,4.0
yg_jZsZwfbNOGyHjIbksrQ,Tony,397,2013-07-19 23:48:57,4.07
5NrM6LjqJPRYj1zs6xHneA,Lance,489,2009-11-23 04:07:20,4.29
rc0d5GifHEiOP-GRh7E-8w,Tiffany,86,2009-07-27 22:19:50,4.33
SzE_k1gwqVC2P8oOaj4tCA,Nelly,109,2017-06-24 21:36:30,4.52
cRANsQ5E_sxeQ0Aoop3drg,Amanda,133,2013-11-27 00:27:57,4.2
nULyHeWtD4_Yb5Wv5TdX2w,Mary Elizabeth,138,2013-02-22 03:49:26,4.28
kjaUSiRWhR9bF9KxOMbVvg,Michael,1233,2014-08-23 21:19:25,4.01
im1piwjKBavmW1-tbqhqEw,Jenni,499,2013-09-14 18:01:05,3.69
033vQdWDVUgBR4gzTUuSvA,Emilie,98,2011-06-03 01:46:22,3.43
z393W1wNCBtcM-fNYIv_mw,Sehe,56,2014-05-29 03:30:35,4.16
lt7bNHl-TXziny4FETu8nA,Megan,949,2015-06-18 04:19:47,4.4
yrBxqMkCx19SNdd71DpcRA,Joseph,256,2009-10-27 17:17:41,3.7
nXoMel2fnA_dbgtZgpS0Uw,Kamille,223,2015-06-28 14:54:59,4.29
NIaj2mcreClg7-_YMcev5w,Dalina,154,2015-02-20 18:34:33,4.22
zo5yKFeETsG2wGUAAMcA_w,Elena,151,2016-06-15 23:02:43,4.19
7IiqZbckugoEK1x8E-l5jQ,Lynn,283,2010-09-03 04:14:55,4.27
G6iPJLyRP-t2sjncGppnQQ,William,703,2012-12-30 18:22:09,3.75
V3XYG1zKuW8VUBNtjacoxA,Max,382,2018-03-22 10:47:39,4.51
1F-IPccT6oLshLicNT6aow,Your Mom's,588,2014-06-11 23:40:50,3.83
FhY1IXX3phu_PS_qVpSY9w,Michele,161,2013-02-08 21:54:35,3.87
n7VTcg4-F94ziJ4eRERSdw,Marilu,1211,2013-05-12 06:35:08,3.98
dxUhjUbLs5IZkn1V37Kp4A,Julie,1896,2015-03-08 17:38:46,3.66
9y5Vsz7dDoO5yHG42RKQFg,Whitney,33,2011-11-06 03:21:38,3.48
JrVVkg7ThLnqVLCpvx5PBw,Harkeet,38,2013-01-10 17:33:47,4.08
61yERKmEa_0mkZYy_3PNAg,Stephanie,226,2013-04-26 00:38:08,4.5
_FHSBrOKVhJoV02mqmN8sQ,Janeisha,218,2014-11-20 17:19:46,3.96
Tn8iXFhLvKL3N5oxGI1Qww,John,107,2011-04-20 06:34:01,4.73
hogWQi--Ht_Rp171YFky6w,Rina,33,2010-01-30 11:38:35,4.21
JvzAo6oerqiHkWvftSQgwg,Nichole,42,2010-05-28 14:34:22,2.19
J2q78CYC_sLEHxZ-1dyZbQ,Rachael,170,2012-04-28 18:48:31,3.85
w7dWeK2SKc4AJH00pgm8qw,Michelle,1922,2012-07-02 13:52:38,3.97
l38MZfugtTB-ysHAcsnZqA,ken,792,2008-01-09 01:40:05,3.5
XLD6kubIF2PxJf5s7cAzCw,Brian,252,2013-01-14 07:42:15,3.63
kPgNVSxXnhkyWBkqTcW45g,Juliet,1050,2014-07-17 14:14:34,4.38
CsiuZhcYN3yyaT5-QqzYdg,Ricardo,5,2017-04-29 06:28:39,4.4
wTfb2nfzPIyFcYQArdPtuQ,Princess Candy Empire,162,2010-07-31 00:19:34,4.27
QAGZPigQwBWjRc6Pgu7tcQ,McKayla,97,2017-04-11 14:35:56,4.23
myVSDRDJe6RfFgHhPQnKbQ,Jason,170,2015-01-16 03:10:01,3.85
towY93o3D3-RI3AkDFtGSA,Donisha,29,2016-05-20 13:15:14,4.22
assAp-on4SiGbh6gkNuvUw,Aura,479,2012-09-29 19:23:39,4.12
EP0Q4KEe99urpxCd6yeTUQ,Jordyn,89,2017-11-22 20:52:37,3.53
clajhAbCk_r2GELMZdDSLQ,Chasity,123,2016-07-02 05:33:45,4.6
S7jEEZVw3EJ6Guo3IiKCUA,Glenn,267,2011-09-08 19:56:24,4.36
R0UpTIyy6JPU9RBcPNkvFQ,Ashley,130,2016-12-12 19:00:16,4.47
_Fd9KUkBsVjxqoh5RW9Vzg,Sam,657,2014-12-21 07:03:26,3.44
giJqvuH8EC62Hi5WboZ08w,Dawne,123,2016-12-03 00:34:49,4.18
tgeFUChlh7v8bZFVl2-hjQ,Steve,3262,2016-01-03 14:51:26,3.88
7qhFY9Sb2MWXhFX8RECKGg,Angela,14,2010-12-12 20:07:29,3.6
o1JVYrF_LnDpQwsmPpMSBg,Meri,1001,2014-08-03 23:25:29,3.79
-ns4OcYy2LLIfSGBZQDZAw,Amber,166,2014-09-29 16:50:12,4.28
SPQT8wC1gFX3a-EkXkhgdQ,Brigitte,413,2014-07-05 19:27:17,4.48
Cu6dcKerS5U4Pv47Kn6UyQ,Jordan,138,2017-04-25 22:39:13,4.19
ugsZ8N0_GwS2GEWrohqDOA,Kim,143,2017-07-06 16:35:20,4.2
hSY0HclJhbVbyfSkRYQfTA,Austin,373,2015-04-14 19:13:09,4.2
mYsojhlRaKY2-zbbzg8Sdw,Jovan,127,2014-03-22 01:27:48,3.64
mIEh1Z_3JYUrLYFwuVONSg,Randy,247,2011-04-07 21:38:43,3.8
ng15Bty1Xh_NjessNvJrdA,Katie,98,2011-10-31 05:20:58,4.6
FDDI2eWBkZ5BFajPFVW-Zw,Betsy,1183,2012-07-03 14:43:46,3.31
-TBFZ48Er0nXjSZpG4BmBA,Jaime,361,2014-05-19 18:44:11,4.18
7_zsgbji6dRTota2oHa7AA,Aaron,54,2009-12-30 09:01:26,4.11
LNEXz0drBNtLHwrb1G-VPA,Lori,691,2017-09-08 02:30:56,4.01
9E097uOiJYGgbnHpp-eP3w,American,191,2011-06-13 23:10:33,2.98
yAB89vOBgaR8S8L4E3dvgA,Dee,299,2018-12-17 11:42:27,4.09
GnaBQoO2UfzLdxe5pI8Qog,Cornelius,20,2017-03-25 16:09:45,4.25
xFeyKub-ppks20tF8QIgLg,Theresa,89,2016-12-20 14:34:59,4.01
aYa5DvAzmOfdUOHJLiWAYg,Patricia,182,2016-10-09 14:43:44,4.46
OkRiwbCLCcICvziQE-vxCw,Adam,33,2014-04-30 11:41:07,4.61
kQgmjLksME7DbDlP9SpInA,Reen,610,2016-05-16 03:01:35,4.37
6s_WPgmk98JxDpkVW6hgvA,Melissa,66,2019-03-25 01:37:33,4.01
w3kBEVUMf4C6GkcBT4vPuQ,Michelle,118,2009-12-29 23:01:58,4.55
eq3aLYl5MUhwB_ECAzn-xQ,Neil,136,2015-09-05 23:10:42,4.18
ga15a-vdGbAmWu1hWiWjOw,Dana,11,2013-07-10 21:10:06,3.23
w_zyLyhl58RJOtC5OSKAxQ,Michael,1967,2010-09-12 20:47:23,4.55
vTTd3ZT34-7pkxpW1zmVIw,Anna,512,2014-03-14 11:38:56,4.59
xirjSwnrFjF87rYT97EG4g,Colton,427,2014-10-12 22:21:38,4.26
fb6GGfg15x2W9fJ4hAQJ0w,Danielle,139,2014-09-06 18:52:05,4.23
xT_iguHXgDDUFwkHlOGZjA,Brian,257,2013-06-12 01:17:25,4.14
WiQFLDULDDvjdUMpUNAEvQ,Baheejah,5,2017-08-02 16:33:21,2.17
IZQ3nFHqAUoLKGcbub19vA,Jen,87,2016-04-27 01:29:38,4.48
n-iTQUXN2Y-meUP_YrXGTg,Zack,1047,2015-07-25 00:18:37,4.05
I-4KVZ9lqHhk8469X9FvhA,Susan,1184,2017-07-11 18:41:14,4.83
3UFFy3y9sYiVFJCJoaROgw,Kara,277,2014-08-03 00:32:03,4.82
hXDmnMVbICNWbEUj5Nt95A,Carla,260,2010-05-06 02:38:16,3.4
8j_g5iy_pKiJgohWtXLzVA,Aabell,130,2012-09-10 12:48:58,4.0
wvqJuQD0V6ShBAeZEq8W7Q,Max,541,2014-07-07 17:05:03,3.72
wNkocr_IYQu1luLxqYWYHQ,Ali,14,2016-08-02 15:26:19,4.14
PKFgiJOXEZfoAhMLYXUqCg,Kim-Jamy,258,2011-04-04 02:30:07,3.87
1OMTcgeVcV0nmqVMCnoeIg,Sherrie,190,2011-03-12 22:10:11,3.99
6WiwqW1UorLCKYMiCuKALA,Kahfii,95,2014-12-04 15:20:11,4.09
1w-EM0mPtqoIZAgrB2N5MA,Kathe,261,2011-07-23 18:03:54,4.18
Yj9TXFf1qNuIyVFT3EHzDA,Michelle,741,2014-02-18 04:06:09,4.31
4pmi_-u2xM3yeXhXds6I1Q,Abrianna,93,2012-02-20 01:19:49,4.56
MuQhiK9Z7xIymRRcxJMojQ,Leena,693,2011-07-09 22:32:29,3.81
hu53X0AgSKMt8UuHjp5ZLw,Dani,672,2015-04-08 18:18:41,4.19
i1t8QVSzFW9uZr-4K_abjw,Brian,204,2012-01-02 22:22:14,4.24
aXpiHi7FW_wOIe7nGFRSDQ,Helen,519,2009-09-04 02:08:19,3.3
nOpAuahhd7-lJ8BBlXIT8A,Andrea,239,2015-04-20 16:55:21,4.62
VspP8zMI87c6O0Eh30rX-A,Rose,100,2016-12-17 23:55:19,4.34
EmdwTL-b1-Rw0Y2vVJPWYA,Anna,279,2008-12-15 19:39:53,3.9
u_2FxpNdIBWyX9fJ3yQx2Q,Michelle,3,2018-09-22 02:05:49,4.67
5SKqQa8vE5tGeB8qm4YTOA,Grace,62,2018-04-11 19:04:16,4.0
b_lvADSHDu_ruDcEMDampw,Kayleigh,45,2018-06-28 15:23:57,4.62
DThNvUdFQ88ol3-P7aOHpg,Alexis,116,2012-12-26 23:22:09,4.56
XNSipd3ZL7DoYdvGubj9kQ,Stella,69,2017-06-27 18:45:23,4.51
1k36zEvbfj3HEHEnqcLAUg,Stephy,271,2012-07-27 13:30:51,3.77
U6zA3bzUGAcvy4_-izntKw,TuongVi,218,2012-07-06 00:23:02,3.79
eaTFfaJVVf6ASr5dBWAOUg,Sydney,649,2011-03-12 04:04:40,3.79
2LevVWSroAYmQXOJ0iY6Ww,Chloe,72,2015-09-20 23:50:59,4.9
v4IZNWNryJCZqI3QOO07Xw,Terri,443,2016-06-19 12:00:06,3.6
ojc6MnSQqTN4S0-ibVsUVg,AJ,229,2017-03-28 19:17:58,4.1
xCyrTXHiUJaJiMdadI13Xg,Andres,954,2015-09-26 01:39:45,4.28
pxMuGIlHip2Hav8kvUadLA,DeQuilla,363,2012-11-04 21:43:01,4.36
aKQS69MIMJpT-UpxieaHRQ,Melissa,37,2013-01-21 00:47:14,4.19
LQJ7jEWxBBLYiaGVWdN5Dg,Debbie,701,2011-07-05 02:11:30,4.28
Kkwsx-aq8Qd4FJ7XevBf0A,Erica,6,2013-01-04 05:58:02,3.55
m7nSwHRMpGKQcB3dyqurZg,Keith,111,2009-03-28 23:53:05,3.65
TFwdSSKw3vWJgj0lqqd-iw,Michelle,243,2011-07-14 19:01:04,4.29
pvkFc5LNbUIWPTqHkrQQdQ,Nick,8,2011-08-07 15:56:52,3.13
M5SNo-S6p-oPzfDhIQkbDA,Amana,605,2012-12-25 01:05:09,3.64
BpJygDyhzDf7Pw1Is_5zSA,Lourdes,542,2015-10-19 01:26:17,4.17
gZ5EAATKZ8Riv9VWIqaYug,Vicky,132,2014-10-11 14:58:15,4.04
YNh4pFBa88NA2zUiHqBLqw,Chris,81,2013-09-13 02:12:15,4.06
9ZjwzgwOeStg55dku6CFEw,Rick,74,2011-07-09 16:16:34,4.21
t4k3EWfRrcEGpknAwJ59Vw,Andrea,306,2014-02-06 01:32:09,4.23
n3aKJqRTJM8JjrFn_l6NwQ,Katya,200,2014-12-12 16:02:50,3.85
TRFyKGJ4cDtKIAPQOFs2HQ,Ashley,100,2014-03-26 02:58:52,4.05
sCOjoM_buXFVrnAFLVYktA,Shameika,581,2015-01-27 23:03:53,4.23
vSzO0rw4EU_lQD4L-v7HKg,Beam,51,2012-08-12 23:12:59,4.05
DhZnSoyq3mVUsADMJw6JDw,Sarah,643,2015-01-07 02:27:34,4.1
L8LFwHCqg2LyQmPEHVIiMA,Christine,376,2014-10-29 21:53:22,4.28
8InzGRRwbY-NJ0sPgBOZGw,Hannah,62,2018-12-10 14:32:02,4.37
RhP4oyRMvxgYhSGHyJy_1w,Evan,776,2015-03-23 00:12:40,3.96
5rXm9JMg9kNYpPdqWbxZpg,Gabriel,155,2014-04-22 05:57:38,3.46
QJ6NNkFfwl-POaj6A_48eQ,Yasmeen,29,2008-09-22 08:04:46,3.87
S5-yNGUdDoSnp5A1puYjIQ,Jason,233,2015-08-30 17:16:40,3.91
BgRhdl9PNVTkM7AKEgyv7w,Mallory,224,2013-02-06 23:02:54,3.98
_cpU0VVdQcfN5AnuL6M56A,Paige,1295,2015-05-15 03:20:07,4.07
5L6rlDKGIiftsB1HLtUMlQ,Aileen,371,2017-04-18 07:00:12,4.16
bwr5uzJHnK3v9VnOFNdDXQ,Abbey,291,2011-02-10 18:36:00,4.55
y5f8V54D5BVMfHJpeuqQjw,Scott,48,2014-09-12 23:18:21,4.25
fBAoEWbN2mJYPEceDaCC6A,Michele,240,2013-06-27 20:51:24,4.16
debGk_nyF71K2KOfZt5TDA,Jennifer,229,2015-08-02 23:48:58,4.32
XJuBP5ttHUEdL2zPVJZJHg,Abby,68,2015-08-07 14:47:55,4.3
IJqv941lKCGdywEdxf2jRQ,Cindy,102,2017-06-19 19:06:06,4.75
c9nnnaox3miKi5p10yXtSA,Kathryn,116,2008-03-22 12:39:40,3.9
0J0iZoR4FJZpUwazxUjuJQ,Candace,401,2013-12-18 04:37:02,3.87
7A92EOqBTOfKL1gZpVB_sw,Lydia,132,2015-07-26 16:02:14,4.44
N5rthmlZ7HxtQ084nIB7dw,John,105,2014-02-10 00:10:01,4.5
ayQ01cxRgLIGfU1_N89Eww,Rachel,533,2012-11-21 03:33:32,4.04
QdADKJ8zTuybNCkOrTtWSA,Hannah,429,2013-04-08 18:41:22,4.0
Cj2TmRyZ3cXjVWY4Q6otZw,Larry,15,2013-07-15 02:32:15,4.47
kKuN_D2Z81TaXutP1hScDg,Darla,155,2009-04-19 02:46:52,4.31
LcKE8icvQvd8HvnGbEK_rA,Theresa,5,2014-11-26 21:07:39,2.2
81M9MYz6Z_IiEPshrkhGrQ,Kelly,808,2015-03-19 11:04:55,3.91
pNdo_Y8k6nxuLkQ0h1pzgw,Chandler,4,2015-12-28 23:09:03,2.6
F7A2AQ2lDKTjJIaoZ-kH9A,John,127,2011-02-17 17:20:30,4.28
Cwhly6PJGXu_5mvwVxzWkg,Keesha,760,2014-01-31 22:02:43,3.4
8CSd-C5PgFTVv2SZtrujPw,Josh,156,2015-09-16 20:24:27,3.45
EycZjJS9DH2wNNPa3wbGIQ,Cliff,417,2016-04-12 03:01:39,4.78
5nLsZ3ouFAlysZ8QICEaTA,Magaly,36,2016-10-05 00:32:48,4.0
PDjIq_nmePoT4VaJxeOg3g,Jill,146,2016-02-07 08:39:11,3.44
8mP7FhDX2_TKtz3oNwJo9Q,John,305,2013-07-12 00:22:35,3.68
929PfaH3f1FQxg-ySObMBg,Ryan,281,2009-10-03 14:25:23,4.27
BqcFc5DWEPo-U6_uAY9k3Q,Rick,147,2016-02-12 01:59:28,4.87
Ij5RI575UJXWnGUv0B2vMw,Richard,31,2017-10-08 13:36:27,3.97
x2o1ofZkPms5MYmu02ygwA,Tony,131,2017-06-15 20:23:01,4.14
vhK4JCEOf9xZRh9liv9QyA,Anthony,208,2017-05-15 12:26:41,4.61
I98SbG7kWzlUNpAaMBTODg,Samantha,148,2018-09-18 08:13:29,3.98
cnQXH0wqMce-s8P5gnUO3Q,Aundra-Lyn,417,2017-08-24 01:11:23,4.29
lkMBPtHKCRZEsmBHxO_tdg,Chris,402,2015-06-06 15:08:29,4.16
QiLRN_sdJSGkWtJnPCwE3w,Lillian,1006,2016-10-01 03:15:28,4.21
R0_RUi0dGRe_yZ5JLZgvRQ,Darryl,70,2018-07-28 16:59:47,4.03
vZ0Lfdf4RAWhMx7viX3UPw,Judy,619,2015-11-01 22:05:27,4.06
gsbIzzrAJqsEgN63Rt8RjQ,Allen,49,2013-01-14 13:40:50,4.58
8iu09dJ36sPQIYYXzp9k_w,Jessica,86,2012-12-22 20:08:57,4.7
oM_H0lSJDGM63K7kPx95dg,Cassandra,46,2014-12-20 19:00:18,3.78
Eu_pC_dC_-zq5-z3xvUeDw,Deanna Marie,18,2013-12-08 06:58:29,2.05
ijF3tr_FZcIzI6Bwu_JpBA,Kelly,109,2015-07-27 19:57:21,4.37
8wgZq7qVsVDzMVNKsutBmw,David,121,2018-09-12 01:48:23,3.98
B7laWmiMZHgsxiHk2U9H9A,J,337,2010-09-13 21:04:38,4.02
txfAvviwWYqarxQv65Er1w,Rodney,30,2010-02-06 18:21:38,1.61
oiB8fJMd96MNUugca5cvig,Cesar,201,2012-03-04 08:25:10,3.85
THU0eXkboAWId-ZlWCMl2g,Julie,480,2011-04-05 16:41:34,3.77
GjFuzpMVFAz_BUBqwA-4Qw,Abigail,81,2018-03-05 01:27:57,4.31
3xBFFH866WoySDG7uuwBSQ,Tom,3204,2016-10-02 03:46:37,3.96
49sNJ1cHVRW4ao2tAUL9Ng,Heather,159,2013-12-16 19:43:04,3.83
kA4HsAXSDiqBZrJa5zqLzQ,Tina,67,2013-12-30 16:31:20,4.19
Mj2t99eE92BL5AZUHwbNGA,Emily,162,2016-01-07 03:23:36,4.05
djr7_84gX1nbLACNQ-RsIA,Kalliope,116,2011-03-09 02:32:58,4.41
ibr0CbZqpHKGmpTG_rmuyA,Andrew,96,2014-09-02 14:50:17,4.87
WBw3oLgQKOWTrRxLUX7nlQ,Mona,216,2014-05-21 01:31:46,4.39
oMCYSVLYYwfepmXjr86g3Q,Benton,28,2010-03-23 00:41:49,3.75
zYtlZo1al5gHMRQviGFDgA,Roy,230,2014-08-20 03:22:59,4.07
sf5socLRgAC0FQBiKITDXg,Laura,76,2014-07-27 04:14:54,4.49
psfyYolDxz8KChs6A7mIwg,Kelli,130,2013-07-10 21:15:31,4.51
2daYFot2hTbBdayKPrv-aA,Nina,356,2015-05-30 15:43:57,4.32
fb-jb0wjKBtZnuUH-3tU1Q,Reviewer,56,2013-03-03 02:32:37,1.95
EHkOfvfgot8tm0agVd5sFw,Chris,562,2015-07-17 13:24:28,3.9
XS6LEJoORdlpd6NnDKSpKQ,Amelia,56,2013-03-17 05:30:23,3.95
PxtTzk45ISAdLNDXfmII_Q,Aaron,167,2015-06-15 01:22:25,3.81
UBr98nMhek-w6XtazKRyYw,David,147,2017-05-06 13:27:25,4.73
pSp_9luw5LaKHV-t1VAYag,Gale,7,2016-05-06 00:30:27,4.14
5UowAg35JaQX5DBQ4v7_Vw,Reta,1230,2012-01-09 13:59:07,4.26
9YDo_bXNjo7f59TPrYNp0w,Brent,241,2015-12-02 16:40:50,4.07
zPPNyikI-w9w9v66aXIikw,Vanessa,186,2016-07-19 21:16:42,4.16
YTu0c-1I9ECeksIgoHXFPA,Laura,2228,2013-08-02 04:33:32,4.36
fafQY-OvIFOO0ail09Mvgg,Ann,602,2016-04-03 09:05:35,4.17
1WgJN1I971Ddno30nQPBVQ,Beatrice,90,2014-12-29 04:17:41,4.22
Ad8lg8eD5VseGw5o-xaJCw,Kristin,466,2015-01-09 05:22:22,4.36
oFT6DDu2fTIg_5_2M112yg,Anthony,107,2012-07-28 21:26:32,4.16
Xv3ckcl1D7bcsWJc3ZHdQQ,Cecilia,475,2014-12-06 03:17:22,3.55
hCy4Kkyo4N0fFLMDpKjYyw,Mallory,332,2013-02-24 22:47:52,4.27
dZn_Aqvyh-Fx0CkbcQdYPw,Johnny,9,2016-08-10 21:44:20,4.2
OCizBSsT7V0TceW2pSbzYg,Philip,41,2016-03-17 20:31:44,4.12
G9D8fK_ffX1q9kO9i-6_KQ,Robin,400,2014-12-27 19:38:22,4.48
LGABwF9U75AZiczeoAkcTQ,Ashley,564,2013-09-14 18:41:56,4.12
XzYyKC84ccqgw0DccAgEsQ,Shawn,81,2016-02-21 23:44:25,4.68
ujjp2kbOMManSzLFvGrhGQ,Richella,22,2015-06-10 12:36:37,3.52
hdUp-AyYzAGApIr940KIQQ,Amanda,48,2014-09-15 22:31:53,4.4
HRC0R4mQGJqpfQ0PvLCC_A,Susan,1226,2016-10-12 20:45:50,3.91
ag0Ko4cAXf1fdKXD52gGeA,Jenny,63,2017-09-29 00:14:06,3.85
w6OPX0bAyxIFKWkGDJrtGA,Linda,136,2016-01-09 23:02:16,4.74
3HYMGGvS6mG0aoZohy0tTw,Myan,231,2015-05-16 13:20:14,3.51
gWZETLPu_ihAtLOYtrm0mw,Gabriella,231,2016-01-26 23:54:38,4.33
-__Mk4KYnfGnyYEi9NKfPg,Andrew,1182,2010-06-12 21:32:58,3.83
TaEyaLfO0sB4xqk68nss9A,Paul,11,2012-02-27 22:45:55,3.55
TO0bPuHD4La4L1xcqd5z9Q,Jaime,99,2016-02-24 00:46:38,4.29
gFqu21iRic5I6ARoSWqpxQ,Jessica,68,2017-06-13 02:40:32,4.25
tFSyyQ9kj0YQB11QLRx-Ww,Arianna,315,2017-06-20 02:21:17,4.16
pK2w9UgmSe-cSqIScplZKg,Grace,153,2018-10-16 16:10:48,4.55
icXaNPayF7WpgXMJkeGzVw,Monica,144,2017-01-06 01:16:58,4.04
6C8Ne6yRu6TzBLbhfhdduw,Austin,211,2016-12-30 22:23:33,4.08
mGHP3esQQqCEicHLRV-g5Q,Cara,337,2015-12-02 13:24:21,4.55
ltoCiJfNd_jYVbYc8rK26A,Aryo,375,2011-08-23 09:43:18,4.55
kGefLtC5H7GCGXf694bNlQ,Tim,3,2010-06-27 18:43:14,2.33
feN0bl0HGx8v4pee-sfAog,Melissa,73,2011-09-27 23:51:58,4.33
ZHU-mgW3hUvjjctbXyRfQw,Aisha,140,2013-10-29 10:19:00,3.6
RzF5S8k1gboLT1_0AEmMug,Carissa,40,2018-05-08 21:30:29,3.38
nFG6O3rGCiWDnboitYcbJA,Simi,180,2011-04-15 13:17:33,4.08
Y168y3YkSgY_ptXwp0E2Eg,Chris,124,2018-12-13 01:06:10,4.95
nWRDqA-XXdju1jOMnN7QcA,Joy,652,2016-07-30 21:54:08,3.91
a4IgqHdva08RBnEV73Qk3g,Lacey,906,2015-09-07 22:50:33,4.13
2M3Kp9kA2gDRl6WYZRAbPg,Karen,234,2016-10-25 04:17:06,4.18
HqQGPCrt_ZWX6K5QVNXSAQ,Karissa,92,2014-08-11 02:21:07,4.25
aO78EAQXcY0_6cX5LdosLQ,Jeff,39,2010-05-09 02:15:46,3.19
NT1mgLRQ2d_zyM6ksuVA6w,John,10,2018-09-21 18:33:26,3.8
HpcqeJwnBCTZhMgPpUsslQ,Sarah,299,2012-05-05 19:48:26,3.77
CHzrqfoktd1_z3paHRKuRA,Edward,717,2014-06-21 16:02:39,3.81
